0|T|Augmentation des concentrations plasmatiques de carbamazépine avec signes de surdosage.|Surveillance clinique et, si besoin, contrôle des concentrations plasmatiques de carbamazépine et réduction éventuelle de sa posologie.|Increased plasma concentrations of carbamazepine overdose with signs of clinical surveillance.|Clinical surveillance and, if necessary, control of plasma concentrations of carbamazepine and possible reduction of its dosage.|http://tinyurl.com/24kn96t
1254|P|Par extrapolation à partir des IMAO non sélectifs : risque d'augmentation de l'action pressive.|A n'utiliser que sous contrôle médical strict.|By extrapolation from non-selective MAO: risk of increased pressor action.|To be used only under strict medical supervision.|http://tinyurl.com/24kn96t
1255|D|Risque de vasoconstriction et/ou de poussées hypertensives.||Risk of vasoconstriction and / or advanced hypertensive.||http://tinyurl.com/24kn96t
1256|C|Risque d'apparition d'un syndrome sérotoninergique : diarrhée, sueurs, tremblements, confusion, voire coma.||Risk of developing serotonin syndrome include diarrhea, sweating, tremors, confusion, coma or even.||http://tinyurl.com/24kn96t
1257|C|Risque d'hypertension artérielle, de vasoconstriction artérielle coronaire.||Risk of hypertension, coronary artery vasoconstriction.||http://tinyurl.com/24kn96t
1258|D|Risque d'hypertension artérielle, de vasoconstriction artérielle coronaire.||Risk of hypertension, coronary artery vasoconstriction.||http://tinyurl.com/24kn96t
1259|C|Risque de crises hypertensives.||Risk of hypertensive crisis.||http://tinyurl.com/24kn96t
1260|C|Risque de poussée hypertensive, par perte de sélectivité sur la monoamine oxydase, notamment en cas d'alimentation riche en tyramine (fromage, bière,…).||Risk of hypertensive crisis, by loss of selectivity of monoamine oxidase, particularly in cases of food rich in tyramine (cheese, beer,... ).||http://tinyurl.com/24kn96t
1261|T|Risque d'apparition d'un syndrome sérotoninergique.||Risk of developing serotonin syndrome.||http://tinyurl.com/24kn96t
1262|T|Augmentation du risque d'hypotension orthostatique.||Increased risk of orthostatic hypotension.||http://tinyurl.com/24kn96t
1263|C|Risque de poussée hypertensive par perte de sélectivité sur la monoamine oxydase, notamment en cas d'alimentation riche en tyramine (fromage, bière…).||Risk of hypertensive crisis due to loss of selectivity of monoamine oxidase, particularly in cases of food rich in tyramine (cheese, beer... ).||http://tinyurl.com/24kn96t
1264|C|Manifestations d'excitation centrale évoquant un syndrome sérotoninergique : diarrhée, tachycardie, sueurs, tremblements, confusion voire coma.||Manifestations of central excitation evokes a serotonin syndrome: diarrhea, tachycardia, sweating, tremors, confusion or even coma.||http://tinyurl.com/24kn96t
1265|C|Manifestation d'excitation centrale évoquant un syndrome sérotoninergique : diarrhée, sueurs, tremblements, confusion,confusion, voire coma.||Expression of central excitation evokes a serotonin syndrome: diarrhea, sweating, tremors, confusion, confusion, coma or.||http://tinyurl.com/24kn96t
1266|C|Risque d'hypertension artérielle, de vasoconstriction artérielle coronaire.||Risk of hypertension, coronary artery vasoconstriction.||http://tinyurl.com/24kn96t
1267|D|Risque d'hypertension artérielle, de vasoconstriction artérielle coronaire.||Risk of hypertension, coronary artery vasoconstriction.||http://tinyurl.com/24kn96t
1268|P|Risque de survenue de crises convulsives, par diminution des concentrations plasmatiques de l'acide valproïque.|Surveillance clinique, dosages plasmatiques et adaptation éventuelle de la posologie de l'anticonvulsivant pendant le traitement par l'anti- infectieux et après son arrêt.|Risk of onset of seizures, by decreasing plasma concentrations of valproic acid.|Clinical monitoring, Plasmatic and possible adjustment of the dosage of the anticonvulsant therapy during anti - infectious and after discontinuation.|http://tinyurl.com/24kn96t
1269|D|Augmentation de la biodisponibilité de l'immunosuppresseur et par conséquent de ses effets indésirables.||Increased bioavailability of immunosuppressive and hence its adverse effects.||http://tinyurl.com/24kn96t
1270|T|Majoration de l'immunodépression, avec risque accru d'infections et de lymphoprolifération.||Increase of immunosuppression, with increased risk of infection and lymphoproliferation.||http://tinyurl.com/24kn96t
1271|D|Augmentation très importante des concentrations sanguines de l'immunosuppresseur par inhibition de son métabolisme hépatique.|En cas d'association, contrôle strict de la fonction rénale, dosage des concentrations sanguines de l'immunosuppresseur et adaptation éventuelle de la posologie.|Very significant increase in blood levels of the immunosuppressant by inhibiting its hepatic metabolism.|When used in combination, strict control of renal function, dosage of blood concentrations of immunosuppressive and adaptation possible dosage.|http://tinyurl.com/24kn96t
1272|T|Immunodépression excessive avec risque de syndrome lympho- prolifératif.||Excessive immunosuppression with risk of lympho-proliferative syndrome.||http://tinyurl.com/24kn96t
1273|P|Augmentation des concentrations sanguines de l'immunosuppresseur par inhibition de son métabolisme hépatique.|Dosage des concentrations sanguines de l'immunosuppresseur, contrôle de la fonction rénale et adaptation de la posologie pendant l'association et après son arrêt.|Increased blood levels of the immunosuppressant through inhibition of hepatic metabolism.|Determination of blood concentrations of immunosuppressive control of renal function and dosage adjustments during and after the association discontinuation.|http://tinyurl.com/24kn96t
1274|P|Augmentation des concentrations sanguines de l'immunosuppresseur par diminution de son métabolisme.|Dosage des concentrations sanguines de l'immunosuppresseur, contrôle de la fonction rénale et adaptation de la posologie pendant l'association et après son arrêt.|Increased blood levels of the immunosuppressant by decreasing its metabolism.|Determination of blood concentrations of immunosuppressive control of renal function and dosage adjustments during and after the association stop.|http://tinyurl.com/24kn96t
1275|D|Augmentation très importante des concentrations sanguines de l'immunosuppresseur par inhibition de son métabolisme hépatique.|En cas d'association, contrôle strict de la fonction rénale, dosage des concentrations sanguines de l'immunosuppresseur et adaptation éventuelle de la posologie.|Very significant increase in blood levels of the immunosuppressant by inhibiting its hepatic metabolism.|When used in combination, strict control of renal function, dosage of blood concentrations of immunosuppressive and adaptation possible dosage.|http://tinyurl.com/24kn96t
1276|P|Risque d'augmentation des concentrations sanguines de l'immunosuppresseur par inhibition de son métabolisme et de la créatininémie.|Dosage des concentrations sanguines de l'immunosuppresseur, contrôle de la fonction rénale et adaptation de sa posologie pendant l'association et après son arrêt.|Risk of increased blood levels of the immunosuppressant by inhibiting its metabolism and creatinine.|Determination of blood concentrations of immunosuppressive control of renal function and adjusting the dosage for the association and its discontinuation.|http://tinyurl.com/24kn96t
1277|T|Immunodépression excessive avec risque de lymphoprolifération.||Excessive immunosuppression with risk of lymphoproliferation.||http://tinyurl.com/24kn96t
1278|P|Diminution des concentrations sanguines et de l'efficacité de l'immunosuppresseur, par augmentation de son métabolisme hépatique par l'inducteur.|Augmentation de la posologie de l'immunosuppresseur sous contrôle des concentrations sanguines. Réduction de la posologie après l'arrêt de l'inducteur.|Reduced blood levels and effectiveness of the immunosuppressant, by increasing its hepatic metabolism by inducing.|increase the dose of immunosuppressant blood levels under control. Dose reduction after discontinuation of the inducer.|http://tinyurl.com/24kn96t
1279|P|Augmentation des concentrations plasmatiques de l'immunosuppresseur par inhibition de son métabolisme hépatique par l'inhibiteur de protéase.|Dosage des concentrations sanguines de la ciclosporine, contrôle de la fonction rénale et adaptation de sa posologie pendant l'association et après son arrêt.|Increased plasma concentrations of the immunosuppressant by inhibiting its hepatic metabolism by the protease inhibitor.|Determination of blood concentrations of cyclosporine, monitoring kidney function and adjusting the dosage for the association and its discontinuation.|http://tinyurl.com/24kn96t
1280|D|Augmentation très importante des concentrations sanguines de l'immunosuppresseur par inhibition de son métabolisme hépatique.|En cas d'association, contrôle strict de la fonction rénale, dosage des concentrations sanguines de l'immunosuppresseur et adaptation éventuelle de la posologie.|Very significant increase in blood levels of the immunosuppressant by inhibiting its hepatic metabolism.|When used in combination, strict control of renal function, dosage of blood concentrations of immunosuppressive and adaptation possible dosage.|http://tinyurl.com/24kn96t
1281|D|Augmentation très importante des concentrations sanguines de l'immunosuppresseur par inhibition de son métabolisme hépatique.|En cas d'association, contrôle strict de la fonction rénale, dosage des concentrations sanguines de l'immunosuppresseur et adaptation éventuelle de la posologie.|Very significant increase in blood levels of the immunosuppressant by inhibiting its hepatic metabolism.|When used in combination, strict control of renal function, dosage of blood concentrations of immunosuppressive and adaptation possible dosage.|http://tinyurl.com/24kn96t
1282|C|Diminution des concentrations sanguines de l'immunosuppresseur, en raison de l'effet inducteur enzymatique du millepertuis, avec risque de baisse d'efficacité voire d'annulation de l'effet dont les conséquences peuvent être éventuellement graves (rejet de greffe).||Decreased blood levels of the immunosuppressive effect due to the inducer of wort, with downside risk efficiency or even reversal of the effect whose consequences can be potentially serious (transplant rejection).||http://tinyurl.com/24kn96t
1283|D|Augmentation très importante des concentrations sanguines de l'immunosuppresseur par inhibition de son métabolisme hépatique.|En cas d'association, contrôle strict de la fonction rénale, dosage des concentrations sanguines de l'immunosuppresseur et adaptation éventuelle de la posologie.|Very significant increase in blood levels of the immunosuppressant by inhibiting its hepatic metabolism.|When used in combination, strict control of renal function, dosage of blood concentrations of immunosuppressive and adaptation possible dosage.|http://tinyurl.com/24kn96t
1284|P|Augmentation des concentrations sanguines de l'immunodépresseur, par inhibition de son métabolisme.|Dosage des concentrations sanguines de l'immunosuppresseur, contrôle de la fonction rénale et adaptation de sa posologie pendant le traitement et après l'arrêt.|Increased blood levels of immunosuppressant by inhibiting its metabolism.|Determination of blood concentrations of immunosuppressive control of renal function and adjusting the dosage during treatment and after Judgement.|http://tinyurl.com/24kn96t
1285|D|Augmentation très importante des concentrations sanguines de l'immunosuppresseur par inhibition de son métabolisme hépatique.|En cas d'association, contrôle strict de la fonction rénale, dosage des concentrations sanguines de l'immunosuppresseur et adaptation éventuelle de la posologie.|Very significant increase in blood levels of the immunosuppressant by inhibiting its hepatic metabolism.|When used in combination, strict control of renal function, dosage of blood concentrations of immunosuppressive and adaptation possible dosage.|http://tinyurl.com/24kn96t
1286|P|Augmentation des concentrations sanguines de l'immunosuppresseur par inhibition de son métabolisme hépatique.|Dosage des concentrations sanguines de l'immunosuppresseur, contrôle de la fonction rénale et adaptation de sa posologie pendant l'association et après son arrêt.|Increased blood levels of the immunosuppressant by inhibiting its hepatic metabolism.|Determination of blood concentrations of immunosuppressive control of renal function and adjust its dosage during and after the association discontinuation.|http://tinyurl.com/24kn96t
1287|P|Augmentation des concentrations sanguines de l'immunosuppresseur par inhibition de son métabolisme hépatique.|Dosage des concentrations sanguines de l'immunosuppresseur, contrôle de la fonction rénale et adaptation de la posologie pendant l'association et après son arrêt.|Increased blood levels of the immunosuppressant through inhibition of hepatic metabolism.|Determination of blood concentrations of immunosuppressive control of renal function and dosage adjustments during and after the association discontinuation.|http://tinyurl.com/24kn96t
1288|D|Augmentation très importante des concentrations sanguines de l'immunosuppresseur par inhibition de son métabolisme hépatique.|En cas d'association, contrôle strict de la fonction rénale, dosage des concentrations sanguines de l'immunosuppresseur et adaptation éventuelle de la posologie.|Very significant increase in blood levels of the immunosuppressant by inhibiting its hepatic metabolism.|When used in combination, strict control of renal function, dosage of blood concentrations of immunosuppressive and adaptation possible dosage.|http://tinyurl.com/24kn96t
1289|C|Augmentation des concentrations sanguines de l'immunosuppresseur (diminution de son métabolisme hépatique).||Increased blood levels of the immunosuppressant (decreased hepatic metabolism ).||http://tinyurl.com/24kn96t
1290|D|Augmentation très importante des concentrations sanguines de l'immunosuppresseur par inhibition de son métabolisme hépatique.|En cas d'association, contrôle strict de la fonction rénale, dosage des concentrations sanguines de l'immunosuppresseur et adaptation éventuelle de la posologie.|Very significant increase in blood levels of the immunosuppressant by inhibiting its hepatic metabolism.|When used in combination, strict control of renal function, dosage of blood concentrations of immunosuppressive and adaptation possible dosage.|http://tinyurl.com/24kn96t
1291|T|Risque de maladie généralisée éventuellement mortelle. Ce risque est majoré chez les sujets âgés déjà immunodéprimés par la maladie sous-jacente.|Utiliser un vaccin inactivé lorsqu'il existe (poliomyélite).|Risk of possibly fatal disease. This risk is increased in elderly patients already immunocompromised by underlying disease.|Use when there is an inactivated vaccine (polio).|http://tinyurl.com/24kn96t
1292|P|Augmentation des concentrations sanguines de l'immunosuppresseur (diminution de son métabolisme hépatique) et majoration du risque de gingivopathies.|Dosage des concentrations sanguines de l'immunosuppresseur, contrôle de la fonction rénale et adaptation de la posologie pendant l'association et après son arrêt.|Increased blood levels of the immunosuppressant (decreased hepatic metabolism) and increased risk of gingival.|Determination of blood concentrations of immunosuppressive control of renal function and adaptation of dosage for the association and its discontinuation.|http://tinyurl.com/24kn96t
1293|D|Augmentation très importante des concentrations sanguines de l'immunosuppresseur par inhibition de son métabolisme hépatique.|En cas d'association, contrôle strict de la fonction rénale, dosage des concentrations sanguines de l'immunosuppresseur et adaptation éventuelle de la posologie.|Very significant increase in blood levels of the immunosuppressant by inhibiting its hepatic metabolism.|When used in combination, strict control of renal function, dosage of blood concentrations of immunosuppressive and adaptation possible dosage.|http://tinyurl.com/24kn96t
1294|P|Risque de baisse de l'efficacité de l'indinavir.|Surveillance clinique et biologique régulière, notamment en début d'association.|Risk reduction in the effectiveness of indinavir.|regular clinical and biological monitoring, especially at the beginning of association.|http://tinyurl.com/24kn96t
1295|P|Risque de baisse de l'efficacité de l'indinavir.|Surveillance clinique et biologique régulière, notamment en début d'association.|Risk reduction in the effectiveness of indinavir.|regular clinical and biological monitoring, especially at the beginning of association.|http://tinyurl.com/24kn96t
1296|P|Diminution de l'absorption digestive de l'indométacine.|Prendre les topiques gastro-intestinaux et antiacides à distance de l'indométacine (plus de 2 heures, si possible).|Decreased gastrointestinal absorption of topical indomethacin.|Take antacids and gastrointestinal distance indomethacin (over two hours, if possible).|http://tinyurl.com/24kn96t
1297|D|Diminution de l'efficacité contraceptive, par augmentation du métabolisme hépatique du contraceptif hormonal par l'inducteur.|Utiliser de préférence une autre méthode contraceptive, en particulier de type mécanique, pendant la durée de l'association et un cycle suivant.|Decreased contraceptive effectiveness, by increasing hepatic metabolism of hormonal contraceptives by inducing.|preferable to use a contraceptive method, particularly the mechanical type, for the duration of the association and a subsequent cycle.|http://tinyurl.com/24kn96t
1298|P|Risque de diminution de l'efficacité de l'hydrocortisone (augmentation de son métabolisme) ; les conséquences sont graves lorsque l'hydrocortisone est administrée en traitement substitutif ou en cas de transplantation.|Surveillance clinique et biologique ; adaptation de la posologie de l'hydrocortisone pendant l'association et après l'arrêt de l'inducteur enzymatique.|Risk of decreased effectiveness of hydrocortisone (increase metabolism), the consequences are serious when hydrocortisone is given as replacement therapy or in case of transplantation and clinical surveillance.|Biological adaptation of the dose of hydrocortisone for the association and after stopping the enzyme inducer.|http://tinyurl.com/24kn96t
1299|P|Diminution des concentrations sanguines et de l'efficacité de l'immunosuppresseur, par augmentation de son métabolisme hépatique par l'inducteur.|Augmentation de la posologie de l'immunosuppresseur sous contrôle des concentrations sanguines. Réduction de la posologie après l'arrêt de l'inducteur.|Reduced blood levels and effectiveness of the immunosuppressant, by increasing its hepatic metabolism by inducing.|increase the dose of immunosuppressant blood levels under control. Dose reduction after discontinuation of the inducer.|http://tinyurl.com/24kn96t
1300|P|Diminution des concentrations plasmatiques de méthadone avec risque d'apparition d'un syndrome de sevrage, par augmentation de son métabolisme hépatique.|Augmenter la fréquence des prises de méthadone (2 à 3 fois par jour au lieu d'une fois par jour).|Decreased plasma concentrations of methadone with risk of developing a withdrawal syndrome, by increasing its hepatic metabolism.|Increase the frequency of administration of methadone (2-3 times per day instead of once a day).|http://tinyurl.com/24kn96t
1301|D|Diminution de l'efficacité contraceptive du contraceptif hormonal, par augmentation de son métabolisme hépatique par l'inducteur.|Utiliser de préférence une autre méthode contraceptive, en particulier de type mécanique, pendant la durée de l'association et un cycle suivant.|Decreased contraceptive efficacy of hormonal contraceptives, by increasing its hepatic metabolism by inducing.|preferable to use a contraceptive method, particularly the mechanical type, for the duration of the association and a subsequent cycle.|http://tinyurl.com/24kn96t
1302|P|Diminution de l'efficacité du progestatif.|Surveillance clinique et adaptation éventuelle de la posologie du traitement hormonal pendant l'administration de l'anticonvulsivant inducteur et après son arrêt.|Decreased effectiveness of progestin.|Clinical monitoring and possible adjustment of the dose of hormone therapy during the administration of the anticonvulsant inducer and its discontinuation.|http://tinyurl.com/24kn96t
1303|P|Risque d'hypotension orthostatique, notamment chez le sujet âgé.|Débuter le traitement aux posologies minimales recommandées et adapter progressivement les doses si besoin.|Orthostatic hypotension, particularly in the elderly.|Begin treatment at doses recommended minimum dose and gradually adjust if necessary.|http://tinyurl.com/24kn96t
1304|P|Risque d'hypotension orthostatique, notamment chez le sujet âgé.|Débuter le traitement aux posologies minimales recommandées et adapter progressivement les doses si besoin.|Orthostatic hypotension, particularly in the elderly.|Begin treatment at doses recommended minimum dose and gradually adjust if necessary.|http://tinyurl.com/24kn96t
1305|P|Augmentation des concentrations plasmatiques de l'inhibiteur de la PDE5, avec risque d'hypotension.|Débuter le traitement par l'inhibiteur de la PDE5 à la dose minimale.|Increased plasma concentrations of the inhibitor of PDE5, with hypotension.|Begin treatment with PDE5 inhibitor to the lowest dose.|http://tinyurl.com/24kn96t
1306|C|Risque d'hypotension importante (effet synergique) pouvant aggraver l'état d'ischémie myocardique et provoquer notamment un accident coronarien aigu.||Risk of significant hypotension (synergistic effect) may worsen myocardial ischemia and cause such an acute coronary.||http://tinyurl.com/24kn96t
1307|D|Risque d'hypotension orthostatique, notamment chez le sujet âgé.||Orthostatic hypotension, particularly in the elderly.||http://tinyurl.com/24kn96t
1308|P|Augmentation des concentrations plasmatiques de l'inhibiteur de la PDE5, avec risque d'hypotension.|Débuter le traitement par l'inhibiteur de la PDE5 à la dose minimale en cas d'association avec l'un de ces médicaments.|Increased plasma concentrations of the inhibitor of PDE5, with hypotension.|Begin treatment with PDE5 inhibitor to the lowest level when combined with the one of these drugs.|http://tinyurl.com/24kn96t
1309|P|Augmentation des concentrations plasmatiques de l'inhibiteur de la PDE5, avec risque d'hypotension.|Débuter le traitement par l'inhibiteur de la PDE5 à la dose minimale en cas d'association avec l'un de ces médicaments.|Increased plasma concentrations of the inhibitor of PDE5, with hypotension.|Begin treatment with PDE5 inhibitor to the lowest level when combined with the one of these drugs.|http://tinyurl.com/24kn96t
1310|P|Augmentation des concentrations plasmatiques de l'inhibiteur de la PDE5, avec risque d'hypotension.|Débuter le traitement par l'inhibiteur de la PDE5 à la dose minimale en cas d'association avec l'itraconazole.|Increased plasma concentrations of the inhibitor of PDE5, with hypotension.|Begin treatment with PDE5 inhibitor to the lowest level when combined with the itraconazole.|http://tinyurl.com/24kn96t
1311|P|Augmentation des concentrations plasmatiques de l'inhibiteur de la PDE5, avec risque d'hypotension.|Débuter le traitement par l'inhibiteur de la PDE5 à la dose minimale en cas d'association avec le kétoconazole.|Increased plasma concentrations of the inhibitor of PDE5, with hypotension.|Begin treatment with PDE5 inhibitor to the lowest level when combined with ketoconazole.|http://tinyurl.com/24kn96t
1312|D|Augmentation importante des concentrations plasmatiques de l'inhibiteur de la PDE5, avec risque d'hypotension sévère.|Ne pas dépasser la posologie minimale de l'inhibiteur de la PDE5 toutes les 48 heures.|Significant increase in plasma concentrations of the PDE5 inhibitor, with the risk of severe hypotension.|Do not exceed the minimum dose of PDE5 inhibitor every 48 hours.|http://tinyurl.com/24kn96t
1313|P|Pour des doses anti-inflammatoires d'acide acétylsalicylique (= 1g par prise et/ou = 3g par jour) ou pour des doses antalgiques ou antipyrétiques (= 500 mg par prise et/ou < 3g par jour) : insuffisance rénale aiguë chez le malade déshydraté, par diminution de la filtration glomérulaire secondaire à une diminution de la synthèse des prostaglandines rénales. Par ailleurs, réduction de l'effet antihypertenseur.|Hydrater le malade et surveiller la fonction rénale en début de traitement.|For anti-inflammatory doses of acetylsalicylic acid (= 1g per dose and / or = 3g per day) or doses of analgesics or antipyretics (= 500 mg per dose and / or <3g per day) renal failure in the dehydrated patient by decreasing glomerular filtration secondary to decreased synthesis of renal prostaglandins. Furthermore, reduction of the antihypertensive effect.|Hydrate the patient and monitor renal function at baseline.|http://tinyurl.com/24kn96t
1314|P|Insuffisance rénale aiguë chez le malade à risque (sujet âgé et/ou déshydraté) par diminution de la filtration glomérulaire (inhibition des prostaglandines vasodilatatrices due aux anti-inflammatoires non stéroïdiens). Par ailleurs, réduction de l'effet antihypertenseur.|Hydrater le malade et surveiller la fonction rénale en début de traitement.|Acute renal failure in the patient at risk (elderly and / or dehydrated) by decreasing glomerular filtration rate (inhibition of vasodilatory prostaglandins due to anti-inflammatory drugs). Furthermore, reduction of the antihypertensive effect.|Hydrate the patient and monitor renal function at baseline.|http://tinyurl.com/24kn96t
1315|D|Sauf pour l’éplérénone et la spironolactone à des doses comprises entre 12,5 mg et 50 mg/jour dans le traitement de l'insuffisance cardiaque, ainsi qu'en cas d'hypokaliémie : Risque d'hyperkaliémie (potentiellement létale) surtout lors d'une insuffisance rénale (addition des effets hyperkaliémiants).|Si l'association est justifiée, contrôle strict de la kaliémie et de la fonction rénale.|||http://tinyurl.com/24kn96t
1316|P|Risque d'hypotension artérielle brutale et/ou d'insuffisance rénale aiguë lors de l'instauration du traitement par un IEC en cas de déplétion hydrosodée préexistante.|Dans l'hypertension artérielle, lorsqu'un traitement diurétique préalable a pu entraîner une déplétion hydrosodée, il faut :<br /> - soit arrêter le diurétique avant de débuter le traitement par l'IEC, et réintroduire un diurétique hypokaliémiant si nécessaire ultérieurement ;<br /> - soit administrer des doses initiales réduites d'IEC et augmenter progressivement la posologie. Dans l'insuffisance cardiaque congestive traitée par diurétiques, commencer par une dose très faible d'IEC, éventuellement après réduction de la dose du diurétique hypokaliémient associé. Dans tous les cas : surveiller la fonction rénale (créatininémie) dans les premières semaines du traitement par l'IEC.|Risk of sudden hypotension and / or acute renal failure at initiation of treatment with an ACE inhibitor when sodium and water depletion preexisting.|In hypertension, when Prior diuretic therapy could lead to salt and water depletion, should: <br /> - Either stop the diuretic before starting treatment with ACE inhibitors, diuretics and potassium levels reintroduce later if necessary; <br /> - Or reduced initial doses of ACE inhibitors and gradually increase the dosage. In congestive heart failure treated with diuretics, starting with a very low dose of ACE inhibitors, possibly after reducing the dose of diuretic hypokaliémient partner. In all cases: monitor renal function (creatinine) in the first weeks of treatment with ACE inhibitors.|http://tinyurl.com/24kn96t
1317|D|Risque de majoration des effets indésirables à type d'oedème angio-neurotique (angio-oedème).||Risk of increased side effects type of angio-neurotic edema (angioedema ).||http://tinyurl.com/24kn96t
1318|P|Décrit pour le captopril, l'énalapril. L'utilisation des IEC peut entraîner une majoration de l'effet hypoglycémiant chez le diabétique traité par insuline. La survenue de malaises hypoglycémiques semble exceptionnelle (amélioration de la tolérance au glucose qui aurait pour conséquence une réduction des besoins en insuline).|Renforcer l'autosurveillance glycémique.|Described for captopril, enalapril. The use of ACE inhibitors may cause an increase of the hypoglycaemic effect in diabetics treated with insulin. The occurrence of hypoglycemic malaise seems exceptional (improved glucose tolerance, which would result in a reduction in insulin requirements ).|Strengthening SMBG.|http://tinyurl.com/24kn96t
1319|D|Augmentation de la lithémie pouvant atteindre des valeurs toxiques (diminution de l'excrétion rénale du lithium).|Si l'usage d'un IEC ou d'un antagoniste de l'angiotensine II est indispensable, surveillance stricte de la lithémie et adaptation de la posologie du lithium.|Increased serum lithium levels of up to toxic levels (decreased renal excretion of lithium ).|If the use of an ACE inhibitor or an angiotensin II antagonist is essential , monitoring of serum lithium levels and dosage adjustment of lithium.|http://tinyurl.com/24kn96t
1320|T|Avec les sels d'or administrés par voie IV : risque de réaction «nitritoïde» à l'introduction de l'IEC (nausées, vomissements, effets vasomoteurs à type de flush, hypotension, éventuellement collapsus).||With gold salts administered intravenously: risk of reaction \u0026quot;nitritoïde\u0026quot; to the introduction of the IEC (nausea, vomiting, vasomotor effects in type flush, hypotension, possibly collapse ).||http://tinyurl.com/24kn96t
1321|D|Hyperkaliémie (potentiellement létale) surtout lors d'une insuffisance rénale (addition des effets hyperkaliémiants).|Sauf s'il existe une hypokaliémie.|Hyperkalemia (potentially lethal), especially when renal failure (additive effects hyperkaliémiants ).|Unless there hypokalemia.|http://tinyurl.com/24kn96t
1322|P|Avec la spironolactone à la posologie de 12,5 à 50 mg par jour, et avec des doses faibles d'IEC. Dans le traitement de l'insuffisance cardiaque de classe III ou IV (NYHA) avec fraction d'éjection <35 % et préalablement traitée par l'association inhibiteur de conversion + diurétique de l'anse : risque d'hyperkaliémie, potentiellement létale, en cas de non- respect des conditions de prescription de cette association.|Vérifier au préalable l'absence d'hyperkaliémie et d'insuffisance rénale. Surveillance biologique étroite de la kaliémie et de la créatininémie (1 fois par semaine pendant le premier mois, puis une fois par mois ensuite).|With spironolactone at a dose of 12.5 to 50 mg per day, and with low doses of ACE inhibitors. In the treatment of heart failure class III or IV (NYHA) with ejection fraction <35% previously treated with the combination inhibitor conversion loop diuretic: the risk of hyperkalemia is potentially lethal, if non-compliance with conditions of limitation of this association.|First check the absence of hyperkalemia and renal insufficiency. Biomonitoring narrow potassium and creatinine (1 time per week during the first month, then once a month thereafter).|http://tinyurl.com/24kn96t
1323|P|Décrit pour le captopril, l'énalapril. L'utilisation des IEC peut entraîner une majoration de l'effet hypoglycémiant chez le diabétique traité par sulfamides hypoglycémiants. La survenue de malaises hypoglycémiques semble exceptionnelle (amélioration de la tolérance au glucose qui aurait pour conséquence une réduction des besoins en sulfamides hypoglycémiants).|Renforcer l'autosurveillance glycémique.|Described for captopril, enalapril. The use of ACE inhibitors may cause an increase of the hypoglycaemic effect in diabetics treated with sulfonylureas. The occurrence of hypoglycemic malaise seems exceptional (improved glucose tolerance, which would result in a reduced need for sulphonylureas ).|Strengthening SMBG.|http://tinyurl.com/24kn96t
1324|P|Risque de baisse de l'efficacité de l'inhibiteur de protéase par augmentation de son métabolisme hépatique par l'inducteur.|Surveillance clinique et biologique régulière, notamment en début d'association.|Risk of decline in the effectiveness of protease inhibitor by increasing its hepatic metabolism by inducing.|regular clinical and biological monitoring, especially at the beginning of association.|http://tinyurl.com/24kn96t
1325|P|Risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse (diminution du métabolisme hépatique de l'atorvastatine).|Utiliser des doses plus faibles d'atorvastatine. Si l'objectif thérapeutique n'est pas atteint, utiliser une autre statine non concernée par ce type d'interaction.|Increased risk of adverse effects (concentration-dependent) to type of rhabdomyolysis (decreased hepatic metabolism of atorvastatin ).|Use lower doses of atorvastatin. If the therapeutic goal is not reached, another statin use is not concerned by this type of interaction.|http://tinyurl.com/24kn96t
1326|C|Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.||Increased risk of ventricular arrhythmias, including torsades de pointes.||http://tinyurl.com/24kn96t
1327|C|Risque majoré de troubles du rythme ventriculaire, notammment de torsades de pointes.||Increased risk of ventricular arrhythmias, torsades de pointes notammment.||http://tinyurl.com/24kn96t
1328|C|Ergotisme avec possibilité de nécrose des extrémités (inhibition du métabolisme hépatique de l'alcaloïde de l'ergot de seigle).||Ergotism with the possibility of necrosis of the extremities (inhibition of hepatic metabolism of the alkaloid of ergot ).||http://tinyurl.com/24kn96t
1329|T|Risque de majoration des effets indésirables dose-dépendants du docétaxel par inhibition de son métabolisme par l'inhibiteur de protéase.||Risk of increased side effects of docetaxel dose-dependent inhibition of its metabolism by the protease inhibitor.||http://tinyurl.com/24kn96t
1330|C|Ergotisme avec possibilité de nécrose des extrémités (inhibition du métabolisme hépatique de l'alcaloïde de l'ergot de seigle).||Ergotism with the possibility of necrosis of the extremities (inhibition of hepatic metabolism of the alkaloid of ergot ).||http://tinyurl.com/24kn96t
1331|D|Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.||Increased risk of ventricular arrhythmias, including torsades de pointes.||http://tinyurl.com/24kn96t
1332|P|Augmentation des concentrations plasmatiques de l'immunosuppresseur par inhibition de son métabolisme hépatique par l'inhibiteur de protéase.|Dosage des concentrations sanguines de la ciclosporine, contrôle de la fonction rénale et adaptation de sa posologie pendant l'association et après son arrêt.|Increased plasma concentrations of the immunosuppressant by inhibiting its hepatic metabolism by the protease inhibitor.|Determination of blood concentrations of cyclosporine, monitoring kidney function and adjusting the dosage for the association and its discontinuation.|http://tinyurl.com/24kn96t
